"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"1922","Native","Native Native 1",24,"spillover1","fp","spillover1 fp",4,0,364,364,"Unambiguous","Mismatch"
"1924","Native","Native Native 1",12,"spillover1","fp","spillover1 fp",4,0,272,272,"Unambiguous","Mismatch"
"1926","Native","Native Native 1",6,"spillover1","fp","spillover1 fp",2,0,161,161,"Ambiguous","Mismatch"
"1928","Native","Native Native 1",7,"spillover1","fp","spillover1 fp",3,1,0,NA,"Unambiguous","Match"
"1930","Native","Native Native 1",14,"spillover1","fp","spillover1 fp",2,0,175,175,"Ambiguous","Mismatch"
"1932","Native","Native Native 1",21,"spillover1","fp","spillover1 fp",1,0,195,195,"Ambiguous","Match"
"1934","Native","Native Native 1",19,"spillover1","fp","spillover1 fp",3,0,206,206,"Unambiguous","Match"
"1936","Native","Native Native 1",17,"spillover1","fp","spillover1 fp",1,0,265,265,"Ambiguous","Match"
"1938","Native","Native Native 1",10,"spillover1","fp","spillover1 fp",2,0,185,185,"Ambiguous","Mismatch"
"1940","Native","Native Native 1",23,"spillover1","fp","spillover1 fp",3,0,290,290,"Unambiguous","Match"
"1942","Native","Native Native 1",15,"spillover1","fp","spillover1 fp",3,0,195,195,"Unambiguous","Match"
"1944","Native","Native Native 1",1,"spillover1","fp","spillover1 fp",1,0,179,179,"Ambiguous","Match"
"1946","Native","Native Native 1",2,"spillover1","fp","spillover1 fp",2,0,209,209,"Ambiguous","Mismatch"
"1948","Native","Native Native 1",5,"spillover1","fp","spillover1 fp",1,0,408,408,"Ambiguous","Match"
"1950","Native","Native Native 1",16,"spillover1","fp","spillover1 fp",4,0,233,233,"Unambiguous","Mismatch"
"1952","Native","Native Native 1",3,"spillover1","fp","spillover1 fp",3,0,545,545,"Unambiguous","Match"
"1954","Native","Native Native 1",13,"spillover1","fp","spillover1 fp",1,0,197,197,"Ambiguous","Match"
"1956","Native","Native Native 1",11,"spillover1","fp","spillover1 fp",3,0,220,220,"Unambiguous","Match"
"1958","Native","Native Native 1",9,"spillover1","fp","spillover1 fp",1,0,178,178,"Ambiguous","Match"
"1960","Native","Native Native 1",8,"spillover1","fp","spillover1 fp",4,0,442,442,"Unambiguous","Mismatch"
"1962","Native","Native Native 1",4,"spillover1","fp","spillover1 fp",4,0,224,224,"Unambiguous","Mismatch"
"1964","Native","Native Native 1",20,"spillover1","fp","spillover1 fp",4,0,341,341,"Unambiguous","Mismatch"
"1966","Native","Native Native 1",18,"spillover1","fp","spillover1 fp",2,0,266,266,"Ambiguous","Mismatch"
"1968","Native","Native Native 1",22,"spillover1","fp","spillover1 fp",2,0,433,433,"Ambiguous","Mismatch"
"1970","Native","Native Native 2",14,"spillover1","fp","spillover1 fp",3,0,208,208,"Unambiguous","Match"
"1972","Native","Native Native 2",4,"spillover1","fp","spillover1 fp",1,0,532,532,"Ambiguous","Match"
"1974","Native","Native Native 2",19,"spillover1","fp","spillover1 fp",4,0,195,195,"Unambiguous","Mismatch"
"1976","Native","Native Native 2",1,"spillover1","fp","spillover1 fp",2,0,205,205,"Ambiguous","Mismatch"
"1978","Native","Native Native 2",5,"spillover1","fp","spillover1 fp",2,0,420,420,"Ambiguous","Mismatch"
"1980","Native","Native Native 2",15,"spillover1","fp","spillover1 fp",4,0,332,332,"Unambiguous","Mismatch"
"1982","Native","Native Native 2",7,"spillover1","fp","spillover1 fp",4,1,0,NA,"Unambiguous","Mismatch"
"1984","Native","Native Native 2",18,"spillover1","fp","spillover1 fp",3,0,288,288,"Unambiguous","Match"
"1986","Native","Native Native 2",6,"spillover1","fp","spillover1 fp",3,0,184,184,"Unambiguous","Match"
"1988","Native","Native Native 2",22,"spillover1","fp","spillover1 fp",3,0,166,166,"Unambiguous","Match"
"1990","Native","Native Native 2",10,"spillover1","fp","spillover1 fp",3,1,0,NA,"Unambiguous","Match"
"1992","Native","Native Native 2",8,"spillover1","fp","spillover1 fp",1,0,248,248,"Ambiguous","Match"
"1994","Native","Native Native 2",24,"spillover1","fp","spillover1 fp",1,0,499,499,"Ambiguous","Match"
"1996","Native","Native Native 2",17,"spillover1","fp","spillover1 fp",2,0,192,192,"Ambiguous","Mismatch"
"1998","Native","Native Native 2",2,"spillover1","fp","spillover1 fp",3,0,211,211,"Unambiguous","Match"
"2000","Native","Native Native 2",11,"spillover1","fp","spillover1 fp",4,0,250,250,"Unambiguous","Mismatch"
"2002","Native","Native Native 2",3,"spillover1","fp","spillover1 fp",4,0,162,162,"Unambiguous","Mismatch"
"2004","Native","Native Native 2",21,"spillover1","fp","spillover1 fp",2,0,183,183,"Ambiguous","Mismatch"
"2006","Native","Native Native 2",20,"spillover1","fp","spillover1 fp",1,0,194,194,"Ambiguous","Match"
"2008","Native","Native Native 2",16,"spillover1","fp","spillover1 fp",1,1,0,NA,"Ambiguous","Match"
"2010","Native","Native Native 2",13,"spillover1","fp","spillover1 fp",2,0,198,198,"Ambiguous","Mismatch"
"2012","Native","Native Native 2",9,"spillover1","fp","spillover1 fp",2,0,161,161,"Ambiguous","Mismatch"
"2014","Native","Native Native 2",12,"spillover1","fp","spillover1 fp",1,0,457,457,"Ambiguous","Match"
"2016","Native","Native Native 2",23,"spillover1","fp","spillover1 fp",4,0,366,366,"Unambiguous","Mismatch"
