"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"19201","Native","Native 1",38,"spillover2","rp","spillover2 rp",6,0,244,244,"Unambiguous","Consistent"
"19203","Native","Native 1",39,"spillover2","rp","spillover2 rp",7,0,1011,1011,"Ambiguous","Inconsistent"
"19205","Native","Native 1",26,"spillover2","rp","spillover2 rp",6,0,818,818,"Unambiguous","Consistent"
"19207","Native","Native 1",34,"spillover2","rp","spillover2 rp",6,0,190,190,"Unambiguous","Consistent"
"19209","Native","Native 1",46,"spillover2","rp","spillover2 rp",6,0,773,773,"Unambiguous","Consistent"
"19211","Native","Native 1",29,"spillover2","rp","spillover2 rp",5,0,614,614,"Ambiguous","Consistent"
"19213","Native","Native 1",36,"spillover2","rp","spillover2 rp",8,1,0,NA,"Unambiguous","Inconsistent"
"19215","Native","Native 1",30,"spillover2","rp","spillover2 rp",6,0,540,540,"Unambiguous","Consistent"
"19217","Native","Native 1",40,"spillover2","rp","spillover2 rp",8,1,0,NA,"Unambiguous","Inconsistent"
"19219","Native","Native 1",33,"spillover2","rp","spillover2 rp",5,0,214,214,"Ambiguous","Consistent"
"19221","Native","Native 1",43,"spillover2","rp","spillover2 rp",7,1,0,NA,"Ambiguous","Inconsistent"
"19223","Native","Native 1",28,"spillover2","rp","spillover2 rp",8,0,230,230,"Unambiguous","Inconsistent"
"19225","Native","Native 1",31,"spillover2","rp","spillover2 rp",7,0,289,289,"Ambiguous","Inconsistent"
"19227","Native","Native 1",45,"spillover2","rp","spillover2 rp",5,1,0,NA,"Ambiguous","Consistent"
"19229","Native","Native 1",25,"spillover2","rp","spillover2 rp",5,1,0,NA,"Ambiguous","Consistent"
"19231","Native","Native 1",41,"spillover2","rp","spillover2 rp",5,0,1675,1675,"Ambiguous","Consistent"
"19233","Native","Native 1",42,"spillover2","rp","spillover2 rp",6,0,362,362,"Unambiguous","Consistent"
"19235","Native","Native 1",37,"spillover2","rp","spillover2 rp",5,0,460,460,"Ambiguous","Consistent"
"19237","Native","Native 1",32,"spillover2","rp","spillover2 rp",8,0,1526,1526,"Unambiguous","Inconsistent"
"19239","Native","Native 1",48,"spillover2","rp","spillover2 rp",8,0,460,460,"Unambiguous","Inconsistent"
"19241","Native","Native 1",47,"spillover2","rp","spillover2 rp",7,0,361,361,"Ambiguous","Inconsistent"
"19243","Native","Native 1",44,"spillover2","rp","spillover2 rp",8,0,182,182,"Unambiguous","Inconsistent"
"19245","Native","Native 1",27,"spillover2","rp","spillover2 rp",7,0,877,877,"Ambiguous","Inconsistent"
"19247","Native","Native 1",35,"spillover2","rp","spillover2 rp",7,0,204,204,"Ambiguous","Inconsistent"
"19249","Native","Native 2",46,"spillover2","rp","spillover2 rp",7,0,16001,16001,"Ambiguous","Inconsistent"
"19251","Native","Native 2",25,"spillover2","rp","spillover2 rp",6,0,947,947,"Unambiguous","Consistent"
"19253","Native","Native 2",39,"spillover2","rp","spillover2 rp",8,0,603,603,"Unambiguous","Inconsistent"
"19255","Native","Native 2",38,"spillover2","rp","spillover2 rp",7,0,786,786,"Ambiguous","Inconsistent"
"19257","Native","Native 2",30,"spillover2","rp","spillover2 rp",7,0,404,404,"Ambiguous","Inconsistent"
"19259","Native","Native 2",27,"spillover2","rp","spillover2 rp",8,1,0,NA,"Unambiguous","Inconsistent"
"19261","Native","Native 2",29,"spillover2","rp","spillover2 rp",6,1,0,NA,"Unambiguous","Consistent"
"19263","Native","Native 2",33,"spillover2","rp","spillover2 rp",6,0,569,569,"Unambiguous","Consistent"
"19265","Native","Native 2",32,"spillover2","rp","spillover2 rp",5,0,1259,1259,"Ambiguous","Consistent"
"19267","Native","Native 2",43,"spillover2","rp","spillover2 rp",8,0,233,233,"Unambiguous","Inconsistent"
"19269","Native","Native 2",45,"spillover2","rp","spillover2 rp",6,0,446,446,"Unambiguous","Consistent"
"19271","Native","Native 2",48,"spillover2","rp","spillover2 rp",5,0,178,178,"Ambiguous","Consistent"
"19273","Native","Native 2",47,"spillover2","rp","spillover2 rp",8,0,402,402,"Unambiguous","Inconsistent"
"19275","Native","Native 2",31,"spillover2","rp","spillover2 rp",8,0,1751,1751,"Unambiguous","Inconsistent"
"19277","Native","Native 2",26,"spillover2","rp","spillover2 rp",7,1,0,NA,"Ambiguous","Inconsistent"
"19279","Native","Native 2",42,"spillover2","rp","spillover2 rp",7,0,721,721,"Ambiguous","Inconsistent"
"19281","Native","Native 2",36,"spillover2","rp","spillover2 rp",5,0,543,543,"Ambiguous","Consistent"
"19283","Native","Native 2",35,"spillover2","rp","spillover2 rp",8,0,826,826,"Unambiguous","Inconsistent"
"19285","Native","Native 2",44,"spillover2","rp","spillover2 rp",5,0,188,188,"Ambiguous","Consistent"
"19287","Native","Native 2",41,"spillover2","rp","spillover2 rp",6,0,206,206,"Unambiguous","Consistent"
"19289","Native","Native 2",37,"spillover2","rp","spillover2 rp",6,0,680,680,"Unambiguous","Consistent"
"19291","Native","Native 2",40,"spillover2","rp","spillover2 rp",5,0,195,195,"Ambiguous","Consistent"
