"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"23042","Native","Native 1",24,"disamb","tt","disamb tt",4,0,188,188,"Unambiguous","Mismatch"
"23044","Native","Native 1",12,"disamb","tt","disamb tt",4,0,751,751,"Unambiguous","Mismatch"
"23046","Native","Native 1",6,"disamb","tt","disamb tt",2,0,1373,1373,"Ambiguous","Mismatch"
"23048","Native","Native 1",7,"disamb","tt","disamb tt",3,0,562,562,"Unambiguous","Match"
"23050","Native","Native 1",14,"disamb","tt","disamb tt",2,0,606,606,"Ambiguous","Mismatch"
"23052","Native","Native 1",21,"disamb","tt","disamb tt",1,0,790,790,"Ambiguous","Match"
"23054","Native","Native 1",19,"disamb","tt","disamb tt",3,1,0,NA,"Unambiguous","Match"
"23056","Native","Native 1",17,"disamb","tt","disamb tt",1,0,251,251,"Ambiguous","Match"
"23058","Native","Native 1",10,"disamb","tt","disamb tt",2,0,712,712,"Ambiguous","Mismatch"
"23060","Native","Native 1",23,"disamb","tt","disamb tt",3,0,674,674,"Unambiguous","Match"
"23062","Native","Native 1",15,"disamb","tt","disamb tt",3,0,348,348,"Unambiguous","Match"
"23064","Native","Native 1",1,"disamb","tt","disamb tt",1,0,201,201,"Ambiguous","Match"
"23066","Native","Native 1",2,"disamb","tt","disamb tt",2,0,276,276,"Ambiguous","Mismatch"
"23068","Native","Native 1",5,"disamb","tt","disamb tt",1,0,347,347,"Ambiguous","Match"
"23070","Native","Native 1",16,"disamb","tt","disamb tt",4,0,518,518,"Unambiguous","Mismatch"
"23072","Native","Native 1",3,"disamb","tt","disamb tt",3,0,1043,1043,"Unambiguous","Match"
"23074","Native","Native 1",13,"disamb","tt","disamb tt",1,0,356,356,"Ambiguous","Match"
"23076","Native","Native 1",11,"disamb","tt","disamb tt",3,0,451,451,"Unambiguous","Match"
"23078","Native","Native 1",9,"disamb","tt","disamb tt",1,0,335,335,"Ambiguous","Match"
"23080","Native","Native 1",8,"disamb","tt","disamb tt",4,0,424,424,"Unambiguous","Mismatch"
"23082","Native","Native 1",4,"disamb","tt","disamb tt",4,0,253,253,"Unambiguous","Mismatch"
"23084","Native","Native 1",20,"disamb","tt","disamb tt",4,0,696,696,"Unambiguous","Mismatch"
"23086","Native","Native 1",18,"disamb","tt","disamb tt",2,0,234,234,"Ambiguous","Mismatch"
"23088","Native","Native 1",22,"disamb","tt","disamb tt",2,0,560,560,"Ambiguous","Mismatch"
"23090","Native","Native 2",14,"disamb","tt","disamb tt",3,0,376,376,"Unambiguous","Match"
"23092","Native","Native 2",4,"disamb","tt","disamb tt",1,0,941,941,"Ambiguous","Match"
"23094","Native","Native 2",19,"disamb","tt","disamb tt",4,0,468,468,"Unambiguous","Mismatch"
"23096","Native","Native 2",1,"disamb","tt","disamb tt",2,0,359,359,"Ambiguous","Mismatch"
"23098","Native","Native 2",5,"disamb","tt","disamb tt",2,0,263,263,"Ambiguous","Mismatch"
"23100","Native","Native 2",15,"disamb","tt","disamb tt",4,0,1044,1044,"Unambiguous","Mismatch"
